"Account Name","Vertical","Status","ABC ID","Date"
"Americas Best Value Inn-Blythe","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Blytheville","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Americas Best Value Inn-Boerne","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn-Bonham","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn-Bossier City/Shreveport","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Boston","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Bowie","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn - Bradenton - 13182940","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn-Bradford","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Brainerd","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Brandon/Jackson East","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn- Branford","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Branson","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Breckenridge","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn Bricktown/Oklahoma City - 65982121","Hotels","Cancelled","","07/24/2013 08:22 AM"
"Americas Best Value Inn-Bridgewater","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn Brooklyn","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Brooklyn/Linden Blvd","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Brownsville","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Brownsville/South Padre Island","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn-Brunswick","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn Buda","Hotels","Cancelled","","11/05/2015 06:58 AM"
"Americas Best Value Inn-Buda/South Austin","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn - Budget Lodge","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Buford/Mall of Georgia","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Burleson","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn-Burlington","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Burnsville/Minneapolis","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn- Byhalia","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn by the River-Hot Springs","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Cabot","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Americas Best Value Inn-Cairo","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Caldwell","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn -Calimesa","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Cambridge","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Camden","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Americas Best Value Inn-Cameron","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Campus View","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn Canton","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Americas Best Value Inn-Canton","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn Cape Charles","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Americas Best Value Inn Carlisle","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Americas Best Value Inn-Carlisle","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Americas Best Value Inn - Carlisle PA","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn Carlson Blvd Richmond","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Carneys Point/Wilmington","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn- Carson City","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn - Casino Center Lake Tahoe","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Cave City","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Cedar City","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn-Celina","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Centralia","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn-Central Valley","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Chadron","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn Champaign","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Americas Best Value Inn - Charles Town","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn-Charlotte","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Chattanooga/East Ridge","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Chattanooga/North","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Checotah","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn Cherry Hill - 53632116","Hotels","Cancelled","","07/24/2013 08:26 AM"
"Americas Best Value Inn-Cherry Hill/Philadelphia","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Chesapeake","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn-Chickasha","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Chico","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Chillicothe","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn Chincoteague Island - 53690826","Hotels","Cancelled","","04/16/2013 09:16 AM"
"Americas Best Value Inn-Cisco","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn-Clarksville","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn- Clayton","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Clearwater","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Clearwater,MN","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Cleburne","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn-Cleveland Airport","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn - Clinton","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn Clinton - 67842042","Hotels","Cancelled","","05/02/2013 09:30 AM"
"Americas Best Value Inn-Clovis","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas best value inn Cocoa Beach","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Americas Best Value Inn - Cody West","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn-Columbia","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Columbia,TN","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn - Columbus","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Columbus","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn-Columbus Airport","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Columbus/NE","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Columbus/North","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Columbus/West","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Comanche","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn-Commerce","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Concord","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Concord/NC","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn & Conference Center","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn-Cookeville","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn - Corona","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Corpus Christi/Port Aransas","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn-Corte Madera/San Francisco","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn Covered Wagon","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn-Covington","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn- Covington","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Crabtree/Raleigh","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Crescent City","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Crestview","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn - Crossett","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Americas Best Value Inn-Cullman","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Americas Best Value Inn-Dallas","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Dallas/Hutchins","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn-Dallas,TX","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn-Dallas(TX)","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn-Danbury","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Dayton","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn Daytona Beach","Hotels","Cancelled","","11/05/2015 07:00 AM"
"Americas Best Value Inn- Daytona Beach","Hotels","Cancelled","","11/05/2015 06:44 AM"
"Americas Best Value Inn- Daytona Beach","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn - Daytona Beach North","Hotels","Cancelled","","11/05/2015 06:44 AM"
"Americas Best Value Inn-Daytona Beach/Ocean Front","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Dayton/Huber Heights","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Dayton,TN","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn - Decatur","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Decatur","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Decatur/Atlanta","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Delano","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Deridder","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Detroit/Dearborn","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Devils Lake","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Dillon","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Dodge City","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Douglasville","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Downtown","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn - Downtown / Midtown","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Downtown Phoenix","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Americas Best Value Inn-Duluth Spirit Mountain Inn","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Dunnigan","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Eagle Pass","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn - East Syracuse","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn East Syracuse - 9229485","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Americas Best Value Inn-Edmonds/Seattle North","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn-Edna","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn-Effingham","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-E. Greenbush/Albany","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn El Cajon - 2772493","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-El Cajon/San Diego","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Elizabethtown","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Elk City","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Ellsworth","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn - Eloy / Casa Grande","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Americas Best Value Inn  El Paso","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Americas Best Value Inn - El Paso Central","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn-Englewood/Dayton Airport","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Enid","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Enterprise","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Americas Best Value Inn-Erie","Hotels","Cancelled","","11/05/2015 06:47 AM"
"America's Best Value Inn Erie - 9241011","Hotels","Cancelled","","11/05/2015 06:59 AM"
"Americas Best Value Inn-Escanaba","Hotels","Cancelled","","11/05/2015 06:47 AM"
"America's Best Value Inn Estes Park","Hotels","Cancelled","","11/05/2015 06:54 AM"
"America's Best Value Inn Estes Park 59486877","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Americas Best Value Inn-Eugene","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn Eugene - 9237733","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn-Eupora","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn - Eureka Springs","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Americas Best Value Inn-Evergreen","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Americas Best Value Inn-Executive Suites/ Airport","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Americas Best Value Inn Extended Stay-Amelia","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn Extended Stay - San Francisco / Civic Center","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn Extended Stay-Union Square","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Fairfield","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Fairfield,TX","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn-Fairview Heights/St. Louis East","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Faribault","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Farmington","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Farmington/NY","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Fayetteville","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Fergus Falls","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Finlayson","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn - Flagstaff","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Americas Best Value Inn-Florence","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Florence/Cincinnati","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-FL Turnpike & I-95 Junction","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn- Forest","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Forrest City","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Americas Best Value Inn-Fort Collins","Hotels","Cancelled","","11/05/2015 06:46 AM"
"America's Best Value Inn Fort Collins - 72793505","Hotels","Cancelled","","11/05/2015 06:49 AM"
"Americas Best Value Inn/ Fort Jackson","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn - Fort Lauderdale/A1A","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Fort Myers","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Fort Wayne","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Fort Worth","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn-Foxboro","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Frankfort","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Franklin","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn - Franklin Middletown","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn - Franklin/Spring Hill","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn- Fredericksburg North","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn Fredericksburg South","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Americas Best Value Inn-Fresno Blackstone/Water Tree","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Fresno Convention Center/Downtown","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn Ft Pierce","Hotels","Cancelled","","11/05/2015 07:01 AM"
"Americas Best Value Inn-Ft. Worth/Hurst","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn Gainesville","Hotels","Cancelled","","11/05/2015 06:54 AM"
"Americas Best Value Inn Gainesville - 72806564","Hotels","Cancelled","","01/05/2015 05:42 AM"
"Americas Best Value Inn Gainesville - 9188724","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Gainesville/GA","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Gainesville,TX","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn-Galesburg","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Garden City","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn- Gardens Inn","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn-Garland/Dallas","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn-Gaylord","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Geneseo","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn Geneva","Hotels","Cancelled","","11/05/2015 06:57 AM"
"Americas Best Value Inn-Geneva","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Gettysburg","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Giddings","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn - Gillette","Hotels","Cancelled","","11/05/2015 06:48 AM"
"Americas Best Value Inn-Gilroy","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Glen Ellyn/Chicago","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Glenwood Springs","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Globe/Miami","Hotels","Cancelled","","11/05/2015 06:45 AM"
"Americas Best Value Inn-Goldsboro","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Goodland","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Goodlettsville/N. Nashville","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn Gopher Prairie Motel","Hotels","Cancelled","","11/05/2015 06:46 AM"
"Americas Best Value Inn-Grain Valley/I-70 Exit 24","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Grand Forks","Hotels","Cancelled","","11/05/2015 06:47 AM"
"Americas Best Value Inn-Grand Junction","Hotels","Cancelled","","11/05/2015 06:46 AM"
